,sentiment,id,date,query,user,text
67,0,2013022839,Tue Jun 02 21:45:26 PDT 2009,NO_QUERY,moonflowerinco,"@Spaattzz 1 of the pics I was trying to use for bkgrd suddenly showed up today, but I still can't get the deisgn color links to wrk "
68,0,1999662718,Mon Jun 01 20:36:22 PDT 2009,NO_QUERY,Tehgiacometti,"going to sleep, thinking about Mcfly, who are leaving SP tomorrow, hope they will come back soon.  "
69,0,2055196502,Sat Jun 06 08:52:53 PDT 2009,NO_QUERY,Chayra,"@Nilamelodi did you going to lombok??? oohh myyy, u didn't tell me!! i just got your &quot;sorry message&quot; but i didn't understand it "
70,0,1556701557,Sat Apr 18 23:56:49 PDT 2009,NO_QUERY,hamburgl3r,"I dont like cock, brandi took my phone  haha."
71,0,1833341536,Sun May 17 22:59:38 PDT 2009,NO_QUERY,BoogieTheMags,@emptybelly Hmmmmm!  I behold loud cawing!  I am well but a bit fed up with St Ps - see Dom's blog 
72,0,2014140239,Wed Jun 03 00:34:45 PDT 2009,NO_QUERY,cactusjac,@hipichic OMFG that's so shit. Damn I can't believe it happend again. 
73,0,2002027885,Tue Jun 02 02:54:06 PDT 2009,NO_QUERY,Bree_89,lol they both make it easier to look at the tv @bekei87 justins jealous that i like tayg....he's jealous for all the wrong reasons 
74,0,1834955661,Mon May 18 04:43:27 PDT 2009,NO_QUERY,natalie_16,im worried bout u travis where r u ?  im scared 
75,0,2069575462,Sun Jun 07 16:07:48 PDT 2009,NO_QUERY,xoxKittyxox,"@Archielover14 Lol, that's funny. There must be something stopping the Angels! "
76,0,2197495134,Tue Jun 16 13:51:35 PDT 2009,NO_QUERY,fabuliz,"@turtleclansago good lord, that's awful.  Glad you're okay."
77,0,1550724059,Sat Apr 18 07:04:07 PDT 2009,NO_QUERY,RichLeighton,ok - nevermind - Twitpic doesn't seem to show vertical photos  Any solution besides the obvious anyone?
78,0,2218346659,Wed Jun 17 22:18:57 PDT 2009,NO_QUERY,knippersnicker1,@Hessaleene I want to go to the beach with you  this makes me sad...
79,0,2051789156,Fri Jun 05 22:48:55 PDT 2009,NO_QUERY,JessLynnn,Bad day 
80,0,2262073552,Sat Jun 20 21:50:27 PDT 2009,NO_QUERY,Raindroprose,@iamjonathancook what's wrong?  you okay?
81,0,2059238236,Sat Jun 06 16:31:37 PDT 2009,NO_QUERY,cheekichana,Feeling so pants!! Need to sleep but in a lot of pain  miss my baby when I'm like this...x
82,0,2054533266,Sat Jun 06 07:33:35 PDT 2009,NO_QUERY,gneal04,"Of all days,my baby jaelynn rose has a fever today. "
83,0,2191674376,Tue Jun 16 05:45:17 PDT 2009,NO_QUERY,abrasivevanity,not feeling too good this morning.   mornting folks.
84,0,2261444133,Sat Jun 20 20:48:03 PDT 2009,NO_QUERY,LauraNardella,"@itsjoejonas ohhhh  is there anyway u guys can come tour here? i would travel the world just to c u guys perform, please try and come xoxo"
85,0,2062127374,Sat Jun 06 22:24:13 PDT 2009,NO_QUERY,AlmightyBean,@sj26 Mine is long past it's expiry in that regard! 
86,0,2262909260,Sat Jun 20 23:30:21 PDT 2009,NO_QUERY,Iffit,couldnt sleep. getting ready for the Wake 
87,0,2000620237,Mon Jun 01 22:32:15 PDT 2009,NO_QUERY,monicaYang,a lot of sad news on TV today.. praying for all those on the Air France flight and Laura Ling+Euna Lee who are held in N. Korea 
88,0,2255733160,Sat Jun 20 11:42:26 PDT 2009,NO_QUERY,Mum_of_Six,"@Sarah_East  Yep, even all the Documentaries are repeats. Not often we see anything new lately "
89,0,2045690549,Fri Jun 05 11:05:40 PDT 2009,NO_QUERY,dazzle_me,I'm so worried about Elliott's surgery coming up on the 17th. 
90,0,2013631961,Tue Jun 02 23:09:40 PDT 2009,NO_QUERY,NoahFuLing,"@AppleSpecialist I was searching for &quot;Major Tom&quot; for a while, after the free cover from Shiny Toy Guns. No such luck. Thanks, iTunes. "
91,0,2004666237,Tue Jun 02 08:33:18 PDT 2009,NO_QUERY,Cheeziemommie,add all that to stress re:my husband's job makes for a fantastic day!  Could REALLY use a starbucks people!
92,0,2019069498,Wed Jun 03 10:57:18 PDT 2009,NO_QUERY,RossStevens,@_santi I so miss the beach 
93,0,2242515635,Fri Jun 19 12:17:16 PDT 2009,NO_QUERY,4WarnWXlady,@wxbrad was 93 here at 11 
94,0,2217669568,Wed Jun 17 21:12:13 PDT 2009,NO_QUERY,pinkmartinipink,"day off from work tmr, but feels like there's so much unfinished business that i won't be able to enjoy it "
95,0,1971952796,Sat May 30 08:14:58 PDT 2009,NO_QUERY,tsuekolani,frogbar was sooo fun w/the bestie.. i'm gonna miss her when she leaves.. 
96,0,2245007761,Fri Jun 19 15:31:30 PDT 2009,NO_QUERY,oxchris,@Flo5 Just study for the weekend. Getting pissed tonight was tonight 
97,0,1978498540,Sat May 30 23:32:46 PDT 2009,NO_QUERY,lovejeylee,....ok. two.... noOo more! sighhhh..  stuffn my face wit chicken.
98,0,2252336047,Sat Jun 20 06:02:16 PDT 2009,NO_QUERY,rigbee,i cried not cuz i'm stupid. cuz the face of kevin. he rem9inds me of someone. boohoohoo  lets say that i kindof miss him these days.
99,0,2265207450,Sun Jun 21 06:02:51 PDT 2009,NO_QUERY,JulieStrating,"@jpascua Also, this is a must have for peeling skin, but not available locally  http://tinyurl.com/lsrkyp"
100,0,2181119365,Mon Jun 15 11:23:37 PDT 2009,NO_QUERY,stephanie_hall,@SoftToy but @peoplefight lives in Norway haha! 
101,0,1835798329,Mon May 18 06:46:24 PDT 2009,NO_QUERY,CaraLinn,Driving back... everyone is sleeping 
102,0,2326896814,Thu Jun 25 07:39:18 PDT 2009,NO_QUERY,Shmonica,The first glimpse of sun...I work 1-11pm. Oh wait. And I work those shitty hours for the rest of the week too. I wont see Danny all week 
103,0,2242256184,Fri Jun 19 11:58:02 PDT 2009,NO_QUERY,rolpol,is hoping no-one else will fall ill today 
104,0,2323188789,Thu Jun 25 00:05:46 PDT 2009,NO_QUERY,rawrrxalliey,text me i have no internet or tv 
105,0,2064574069,Sun Jun 07 06:38:06 PDT 2009,NO_QUERY,blawzy0329,It's to early for me. No baseball again. 
106,0,2297042685,Tue Jun 23 09:57:22 PDT 2009,NO_QUERY,cjonesesquire,@lindstx...... Wish I felt that way   evidence day. 4 hours in class.
107,0,1676748334,Fri May 01 23:03:26 PDT 2009,NO_QUERY,kalgrl,@greengecko29 I am sorry for your loss 
108,0,1770750387,Mon May 11 22:08:46 PDT 2009,NO_QUERY,Mellerz,Computer might be broke 
109,0,1686079354,Sun May 03 03:38:53 PDT 2009,NO_QUERY,blckshpby,i don't think dad wants to stay another night. h8 u dad 
110,0,2256667411,Sat Jun 20 13:07:20 PDT 2009,NO_QUERY,victoriaaemm,"So the girl who does my hair is my stepsisters stepmom so she just did everything for free, color, blowout and I feel bad "
111,0,1986942206,Sun May 31 19:32:54 PDT 2009,NO_QUERY,kaixincs,@JamesLChiaMing Sigh.. Wherever i go i see food! How to stop eating?? 
112,0,2014649195,Wed Jun 03 02:13:40 PDT 2009,NO_QUERY,_Naz,Taking jd to the vet   http://mypict.me/2rRb
113,0,2183013811,Mon Jun 15 13:55:59 PDT 2009,NO_QUERY,tGGtH,"@jasonbroaddus Aw, too bad    Do you come here a lot?  Here for work or pleasure (girlfriend perhaps? lol) Have a safe flight!"
114,0,1956541881,Thu May 28 22:06:16 PDT 2009,NO_QUERY,trishab83,i've been a twitter slacker as of late... 
115,0,2212340924,Wed Jun 17 13:58:37 PDT 2009,NO_QUERY,TouchedArtist,"@1cincymom  biggest challenge to being DAD, is not being a MOM.Mom's have so much more COMPASSION- no matter how I try can't match that "
116,0,2182296461,Mon Jun 15 12:59:07 PDT 2009,NO_QUERY,CThomp,@Oliv3rInterior Hasn't worked for me the past week. Totally not good timing as I'm on vacation with limited computer access. Ughh 
117,0,2056670688,Sat Jun 06 11:34:32 PDT 2009,NO_QUERY,sdime98,"@MissMelissa83 sweet, I'm from north Carolina, small town, boring kinda crap "
118,0,1993201735,Mon Jun 01 09:59:52 PDT 2009,NO_QUERY,100kanisha100,@x3Vanessaaaaa uhh.. im so sick.  been sick for 5 days sense i came back home from Ottawa 
119,0,1833458873,Sun May 17 23:21:07 PDT 2009,NO_QUERY,Gemified,Damn it. Almost actually managed a smile when I thought new ABM ep was up but I clicked &amp; it just said 'Coming soon!' That's just cruel 
120,0,1996668738,Mon Jun 01 15:28:54 PDT 2009,NO_QUERY,Loveleecy1,Boarding flight 1464 back to LA from Honolulu....    bye bye beautiful Oahu
121,0,2298135463,Tue Jun 23 11:17:59 PDT 2009,NO_QUERY,acquiredapathy,@mndspeak I Was Supposed To Here From 10-2 To Do A Cheese Reset...But Now I'm Here 'Til 6...  But At Least I Have A Job &quot;Yob&quot;
122,0,2001751504,Tue Jun 02 01:57:06 PDT 2009,NO_QUERY,KimberleyTot,doesnt want to go to college this afternoon 
123,0,2203101009,Tue Jun 16 23:01:53 PDT 2009,NO_QUERY,JaxonOSU,anyone want to loan me like 200 bucks?  
124,0,2300592463,Tue Jun 23 14:20:35 PDT 2009,NO_QUERY,alessandrita,Yogging to clear m'mind- strange that it got fuzzy as soon as the weather cleared. 
125,0,2258700197,Sat Jun 20 16:21:12 PDT 2009,NO_QUERY,heydreamer,"Photo: wish i was in sao paulo yesterday, so i would see you guys  http://tumblr.com/x8023qs1l"
126,0,2264618740,Sun Jun 21 04:26:13 PDT 2009,NO_QUERY,The_Dutch,@Alchey Mornin' chica! Got mor of my tat done last night. Or should I say......this morning! Got done at 4am  
127,0,1980938198,Sun May 31 08:02:24 PDT 2009,NO_QUERY,Annabelle417,"@fabiancampos I didn't have tickets to go see him, I wish I did "
128,0,2186143245,Mon Jun 15 18:25:05 PDT 2009,NO_QUERY,bubblie88,My truck hates me  its not playing nice
129,0,2211575337,Wed Jun 17 13:01:23 PDT 2009,NO_QUERY,UncleSeph,Got it! Still having trouble uploading my new albums though and we has no apple store in York 
130,0,2324779214,Thu Jun 25 04:01:26 PDT 2009,NO_QUERY,mjcharrison,has a burnt ear 
131,0,1972349637,Sat May 30 09:03:33 PDT 2009,NO_QUERY,nikkiashley,I slept on my neck wrong. I cant turn my head to the right. 
132,0,2183494607,Mon Jun 15 14:34:59 PDT 2009,NO_QUERY,SandiMon,@AndrewBlanda think i'd better change my rsvp to a 'maybe'   My head feels like it's going to explode.
133,0,1992863324,Mon Jun 01 09:26:44 PDT 2009,NO_QUERY,BreatheSuccexy,aaaaaah! cant take it anymore! still wanna watch Psych! wants more of gus+shawn boomage  but....gra...
134,0,2237391064,Fri Jun 19 05:43:10 PDT 2009,NO_QUERY,MattIRBSURF,"off to work, another 12 hour day    i cant wait for tomorrow night, soo excitedd. &lt;3 you"
135,0,2201992672,Tue Jun 16 21:04:39 PDT 2009,NO_QUERY,bigshika,@digiwombat You don't like Star Trek? 
136,0,2322922577,Wed Jun 24 23:32:46 PDT 2009,NO_QUERY,stepherneee,I want a baby chick! but I don't want it to turn into a chicken 
137,0,1979659486,Sun May 31 03:59:24 PDT 2009,NO_QUERY,mykey134,"shouldn't have gotten my hopes up, well going to sleep "
138,0,2257772523,Sat Jun 20 14:52:10 PDT 2009,NO_QUERY,jenemarie05,@A1TheSauce I'm jealous it's all cold and shyt out here... 
139,0,1996065320,Mon Jun 01 14:28:52 PDT 2009,NO_QUERY,MizWudz,"@SeasonSays... On my head at a JC basketball game to embarrass me. And nobody, not even my brother, would kick his azz for me "
140,0,2261250040,Sat Jun 20 20:29:51 PDT 2009,NO_QUERY,cuteandclassy,i'm soooo aqqravated....i'm tryinq not to sweat the small stuff but i quess i am 
141,0,1965963976,Fri May 29 16:52:13 PDT 2009,NO_QUERY,scrappyfrog,crazy kids won't nap!  I think it's the heat... and I still have to tell them that they can't go to Grandma's cuz she's sick  
142,0,2249758908,Fri Jun 19 22:57:52 PDT 2009,NO_QUERY,roofkelly,Too bad she didn't get it 
143,0,1882333528,Fri May 22 06:40:54 PDT 2009,NO_QUERY,beckiewalters,finally got twitter. And is coughing so much she may be sick  x
144,0,1997165702,Mon Jun 01 16:22:12 PDT 2009,NO_QUERY,rosaportillo,So I'm totally miss in my love right now  I wanna see him
145,0,2181118434,Mon Jun 15 11:23:32 PDT 2009,NO_QUERY,Juleesx3,woaaah..its over  i love the movieâ¥ goshh. i want to watch it again &amp; againâ¥
146,0,1981568340,Sun May 31 09:25:43 PDT 2009,NO_QUERY,davideggleton,"There was a pretty bird outside my window just now, singing, he didn't stick around long enough to take a pic though "
147,0,1881888550,Fri May 22 05:47:19 PDT 2009,NO_QUERY,googing,I'm still stuck in this crappy hospital bed! On a Friday! I'm missing all the fun! 
148,0,1823713258,Sat May 16 22:45:17 PDT 2009,NO_QUERY,MimiAz15,"lovin the weather, london, i miss you "
149,0,1558644508,Sun Apr 19 08:59:42 PDT 2009,NO_QUERY,flutehero,I feel like death warmed over. Pretty sure i'm not getting out of bed today. 
150,0,1824963022,Sun May 17 03:43:38 PDT 2009,NO_QUERY,Amy_E_W,Thomas Phillip Briscoe = Morrisons Worker who will change his name to Beyonce Knowles!!! will Never be as good  thou tom 
151,0,2323489799,Thu Jun 25 00:45:54 PDT 2009,NO_QUERY,C_Michelle,With all my &quot;uppity&quot; characteristics I miss the waffle house 
152,0,2012854543,Tue Jun 02 21:25:08 PDT 2009,NO_QUERY,Monyquita,Big dose of nothingness for dinner  I hate missing the gym
153,0,2069942618,Sun Jun 07 16:48:53 PDT 2009,NO_QUERY,mdxmehi,@ryannguyen  I know. Now I miss the game too.
154,0,2284629157,Mon Jun 22 14:07:01 PDT 2009,NO_QUERY,Loulabelle_89,@Harry_Johnston nah i can't be bothered getting one lol. where have you been working? i wish i could go to edinburgh  xxx
155,0,2324792902,Thu Jun 25 04:03:24 PDT 2009,NO_QUERY,VRNetwork,XM Radio:  Vision-Rider RedRider posted:  I activated my 3 months free XM on Anny. It disappointments me.  .. http://digg.com/u16e2d
156,0,1970722152,Sat May 30 04:58:54 PDT 2009,NO_QUERY,omgitsnoelle,Jetlag-headaches are the worst kind  Treating myself to a Lox 'n Bagel (and creamcheese!)
157,0,2264988457,Sun Jun 21 05:29:51 PDT 2009,NO_QUERY,MISSGORGEOUSNES,I'm missing my handsome man 
158,0,2247886458,Fri Jun 19 19:46:33 PDT 2009,NO_QUERY,rcschnurr,I pulled a muscle in my arm trying not to fall off wesley! I really did not want to get muddy! Its so sore 
159,0,2197239931,Tue Jun 16 13:31:33 PDT 2009,NO_QUERY,Madderdin,@nevadatanrockt I'm so sorry  But I was kinda hungry and i got nothing else to eat lol
160,0,2202269425,Tue Jun 16 21:30:48 PDT 2009,NO_QUERY,heatherbonjovi,@jordanknight sorry your back still hurts  is there anything you can take for it?
161,0,2044254091,Fri Jun 05 09:05:30 PDT 2009,NO_QUERY,kristarenees,Rumor has it: &quot;The Beast&quot; cancelled by A&amp;E.  @2bq - save those episodes 
162,0,2179752904,Mon Jun 15 09:32:06 PDT 2009,NO_QUERY,ph3nom3nal1,"well the verdict is in, LA Lakers are the new Champs "
163,0,1882031944,Fri May 22 06:05:32 PDT 2009,NO_QUERY,PuterPrsn,"@melankolyme Well, it's a combo of allergies &amp; old age - this will be 3rd vet looking for relief "
164,0,1688855267,Sun May 03 12:04:25 PDT 2009,NO_QUERY,Tiashaa,"My computer is broken, so I won't be online for a few days  Have fun"
165,0,2064359457,Sun Jun 07 06:02:45 PDT 2009,NO_QUERY,therealpaulac,"@garethjsmith Wanna b adored is a good call.. but i am the resurrection just shades it i fink!  what gives , been ages since we talked "
166,0,1692139747,Sun May 03 19:21:35 PDT 2009,NO_QUERY,kitty_adkins,"@StephMsFoo george is a bt I used to have, and he is with one of my friends now. He got aggressive with Brian and my parents.  it sucked."
167,0,1980923301,Sun May 31 08:00:25 PDT 2009,NO_QUERY,Camisadoes,last ever life &amp; cooking..  think Im gunna cry..
168,0,2191795838,Tue Jun 16 05:59:14 PDT 2009,NO_QUERY,alissakissa,"ouef, mum won't let me watch it  ahh wells, i'll got sleep dreaming about kirby."
169,0,1962993771,Fri May 29 12:02:30 PDT 2009,NO_QUERY,emmaXIII,Bye bye edinburgh  i don't want to leave 
170,0,2231827740,Thu Jun 18 19:04:58 PDT 2009,NO_QUERY,melanieann79,"@RoaringRepub The last week or so I've been disgusted with my AT&amp;T service, now not sure I want to get an iPhone and be stuck with them "
171,0,1976817216,Sat May 30 19:10:04 PDT 2009,NO_QUERY,Jazzy813,"So long twitter, I shall revisit thee when I finish my paper! -lThe ife of a procrastinator "
172,0,1957104948,Thu May 28 23:31:53 PDT 2009,NO_QUERY,FMillan,@prncsztalia why do you hate me!? 
173,0,1965464799,Fri May 29 15:58:11 PDT 2009,NO_QUERY,jasminepotts,@nattymsmith they have nice cakes  why can't I like them? Haha and you should! That's sooo gayy though
174,0,1992847416,Mon Jun 01 09:25:10 PDT 2009,NO_QUERY,Dlangar,@4robertanderson that page doesn't load for me.  Server Errors. 
175,0,1759655923,Sun May 10 19:41:41 PDT 2009,NO_QUERY,andikin,@JessInADress i know they should of but they didnt.   i want to give them a high five. its funny
